"Imbalance settlement period (UTC)","+ Imbalance Price [CZK/MWh] - MBA|CZ","- Imbalance Price [CZK/MWh] - MBA|CZ","Status","Total Imbalance [MWh] - MBA|CZ","Difference","Situation","Status"
"12.01.2020 14:00 - 12.01.2020 15:00","-140","-1","Estimated","40","","Surplus","Final"
"12.01.2020 15:00 - 12.01.2020 16:00","-210","-1","Estimated","60","","Surplus","Final"
"12.01.2020 16:00 - 12.01.2020 17:00","-61","-1","Estimated","17","","Surplus","Final"
"12.01.2020 17:00 - 12.01.2020 18:00","2467","2350","Estimated","21","","Deficit","Final"
"12.01.2020 18:00 - 12.01.2020 19:00","-105","-1","Estimated","30","","Surplus","Final"
"12.01.2020 19:00 - 12.01.2020 20:00","-2","-1","Estimated","0","","Balanced","Final"
"12.01.2020 20:00 - 12.01.2020 21:00","2424","2350","Estimated","13","","Deficit","Final"
"12.01.2020 21:00 - 12.01.2020 22:00","-233","-1","Estimated","66","","Surplus","Final"
"12.01.2020 22:00 - 12.01.2020 23:00","-274","-1","Estimated","78","","Surplus","Final"
"12.01.2020 23:00 - 13.01.2020 00:00","-91","-1","Estimated","26","","Surplus","Final"
"13.01.2020 00:00 - 13.01.2020 01:00","2381","2350","Estimated","6","","Deficit","Final"
"13.01.2020 01:00 - 13.01.2020 02:00","-117","-1","Estimated","33","","Surplus","Final"
"13.01.2020 02:00 - 13.01.2020 03:00","-283","-1","Estimated","80","","Surplus","Final"
"13.01.2020 03:00 - 13.01.2020 04:00","-114","-1","Estimated","32","","Surplus","Final"
"13.01.2020 04:00 - 13.01.2020 05:00","2463","2350","Estimated","21","","Deficit","Final"
"13.01.2020 05:00 - 13.01.2020 06:00","2646","2350","Estimated","54","","Deficit","Final"
"13.01.2020 06:00 - 13.01.2020 07:00","2540","2350","Estimated","35","","Deficit","Final"
"13.01.2020 07:00 - 13.01.2020 08:00","2425","2350","Estimated","14","","Deficit","Final"
"13.01.2020 08:00 - 13.01.2020 09:00","2360","2350","Estimated","2","","Deficit","Final"
"13.01.2020 09:00 - 13.01.2020 10:00","2399","2350","Estimated","9","","Deficit","Final"
"13.01.2020 10:00 - 13.01.2020 11:00","2405","2350","Estimated","10","","Deficit","Final"
"13.01.2020 11:00 - 13.01.2020 12:00","2360","2350","Estimated","2","","Deficit","Final"
"13.01.2020 12:00 - 13.01.2020 13:00","-35","-1","Estimated","10","","Surplus","Final"
"13.01.2020 13:00 - 13.01.2020 14:00","-98","-1","Estimated","28","","Surplus","Final"
"13.01.2020 14:00 - 13.01.2020 15:00","-123","-1","Estimated","35","","Surplus","Final"
"13.01.2020 15:00 - 13.01.2020 16:00","2412","2350","Estimated","11","","Deficit","Final"
"13.01.2020 16:00 - 13.01.2020 17:00","-134","-1","Estimated","38","","Surplus","Final"
"13.01.2020 17:00 - 13.01.2020 18:00","-14","-1","Estimated","4","","Surplus","Final"
"13.01.2020 18:00 - 13.01.2020 19:00","2387","2350","Estimated","7","","Deficit","Final"
"13.01.2020 19:00 - 13.01.2020 20:00","-141","-1","Estimated","40","","Surplus","Final"
"13.01.2020 20:00 - 13.01.2020 21:00","-207","-1","Estimated","59","","Surplus","Final"
"13.01.2020 21:00 - 13.01.2020 22:00","-95","-1","Estimated","27","","Surplus","Final"
"13.01.2020 22:00 - 13.01.2020 23:00","-63","-1","Estimated","18","","Surplus","Final"
"13.01.2020 23:00 - 14.01.2020 00:00","-3","-1","Estimated","0","","Balanced","Final"
"14.01.2020 00:00 - 14.01.2020 01:00","-44","-1","Estimated","12","","Surplus","Final"
"14.01.2020 01:00 - 14.01.2020 02:00","-41","-1","Estimated","12","","Surplus","Final"
"14.01.2020 02:00 - 14.01.2020 03:00","-78","-1","Estimated","22","","Surplus","Final"
"14.01.2020 03:00 - 14.01.2020 04:00","2563","2350","Estimated","39","","Deficit","Final"
"14.01.2020 04:00 - 14.01.2020 05:00","2584","2350","Estimated","43","","Deficit","Final"
"14.01.2020 05:00 - 14.01.2020 06:00","5297","2634","Estimated","28","","Deficit","Final"
"14.01.2020 06:00 - 14.01.2020 07:00","5297","2599","Estimated","71","","Deficit","Final"
"14.01.2020 07:00 - 14.01.2020 08:00","5291","2435","Estimated","189","","Deficit","Final"
"14.01.2020 08:00 - 14.01.2020 09:00","7300","3745","Estimated","189","","Deficit","Final"
"14.01.2020 09:00 - 14.01.2020 10:00","7300","3825","Estimated","119","","Deficit","Final"
"14.01.2020 10:00 - 14.01.2020 11:00","2680","2350","Estimated","60","","Deficit","Final"
"14.01.2020 11:00 - 14.01.2020 12:00","2626","2350","Estimated","50","","Deficit","Final"
"14.01.2020 12:00 - 14.01.2020 13:00","-53","-1","Estimated","15","","Surplus","Final"
"14.01.2020 13:00 - 14.01.2020 14:00","2707","2350","Estimated","65","","Deficit","Final"
"14.01.2020 14:00 - 14.01.2020 15:00","2451","2350","Estimated","18","","Deficit","Final"
"14.01.2020 15:00 - 14.01.2020 16:00","2910","2350","Estimated","102","","Deficit","Final"
"14.01.2020 16:00 - 14.01.2020 17:00","2901","2350","Estimated","100","","Deficit","Final"
"14.01.2020 17:00 - 14.01.2020 18:00","2695","2350","Estimated","63","","Deficit","Final"
"14.01.2020 18:00 - 14.01.2020 19:00","3066","2350","Estimated","130","","Deficit","Final"
"14.01.2020 19:00 - 14.01.2020 20:00","2539","2350","Estimated","34","","Deficit","Final"
"14.01.2020 20:00 - 14.01.2020 21:00","2484","2350","Estimated","24","","Deficit","Final"
"14.01.2020 21:00 - 14.01.2020 22:00","2915","2350","Estimated","103","","Deficit","Final"
"14.01.2020 22:00 - 14.01.2020 23:00","2570","2350","Estimated","40","","Deficit","Final"
"14.01.2020 23:00 - 15.01.2020 00:00","2408","2350","Estimated","10","","Deficit","Final"
"15.01.2020 00:00 - 15.01.2020 01:00","2392","2350","Estimated","8","","Deficit","Final"
"15.01.2020 01:00 - 15.01.2020 02:00","2357","2350","Estimated","1","","Deficit","Final"
"15.01.2020 02:00 - 15.01.2020 03:00","2409","2350","Estimated","11","","Deficit","Final"
"15.01.2020 03:00 - 15.01.2020 04:00","2481","2350","Estimated","24","","Deficit","Final"
"15.01.2020 04:00 - 15.01.2020 05:00","-253","-1","Estimated","72","","Surplus","Final"
"15.01.2020 05:00 - 15.01.2020 06:00","-57","-1","Estimated","16","","Surplus","Final"
"15.01.2020 06:00 - 15.01.2020 07:00","2762","2350","Estimated","75","","Deficit","Final"
"15.01.2020 07:00 - 15.01.2020 08:00","2763","2350","Estimated","75","","Deficit","Final"
"15.01.2020 08:00 - 15.01.2020 09:00","-95","-1","Estimated","27","","Surplus","Final"
"15.01.2020 09:00 - 15.01.2020 10:00","-180","-1","Estimated","51","","Surplus","Final"
"15.01.2020 10:00 - 15.01.2020 11:00","2403","2350","Estimated","10","","Deficit","Final"
"15.01.2020 11:00 - 15.01.2020 12:00","-20","-1","Estimated","6","","Surplus","Final"
"15.01.2020 12:00 - 15.01.2020 13:00","2715","2347","Estimated","66","","Deficit","Final"
"15.01.2020 13:00 - 15.01.2020 14:00","2466","2332","Estimated","21","","Deficit","Final"
"15.01.2020 14:00 - 15.01.2020 15:00","-138","-1","Estimated","39","","Surplus","Final"
"15.01.2020 15:00 - 15.01.2020 16:00","2588","2350","Estimated","43","","Deficit","Final"
"15.01.2020 16:00 - 15.01.2020 17:00","2719","2350","Estimated","67","","Deficit","Final"
"15.01.2020 17:00 - 15.01.2020 18:00","2473","2350","Estimated","22","","Deficit","Final"
"15.01.2020 18:00 - 15.01.2020 19:00","2485","2350","Estimated","25","","Deficit","Final"
"15.01.2020 19:00 - 15.01.2020 20:00","2574","2350","Estimated","41","","Deficit","Final"
"15.01.2020 20:00 - 15.01.2020 21:00","-34","-1","Estimated","10","","Surplus","Final"
"15.01.2020 21:00 - 15.01.2020 22:00","2414","2343","Estimated","12","","Deficit","Final"
"15.01.2020 22:00 - 15.01.2020 23:00","2708","2350","Estimated","65","","Deficit","Final"
"15.01.2020 23:00 - 16.01.2020 00:00","2544","2350","Estimated","35","","Deficit","Final"
"16.01.2020 00:00 - 16.01.2020 01:00","2407","2350","Estimated","10","","Deficit","Final"
"16.01.2020 01:00 - 16.01.2020 02:00","2526","2350","Estimated","32","","Deficit","Final"
"16.01.2020 02:00 - 16.01.2020 03:00","-273","-1","Estimated","78","","Surplus","Final"
"16.01.2020 03:00 - 16.01.2020 04:00","-90","-1","Estimated","25","","Surplus","Final"
"16.01.2020 04:00 - 16.01.2020 05:00","2410","2350","Estimated","11","","Deficit","Final"
"16.01.2020 05:00 - 16.01.2020 06:00","2522","2350","Estimated","31","","Deficit","Final"
"16.01.2020 06:00 - 16.01.2020 07:00","-119","-1","Estimated","34","","Surplus","Final"
"16.01.2020 07:00 - 16.01.2020 08:00","-165","-1","Estimated","47","","Surplus","Final"
"16.01.2020 08:00 - 16.01.2020 09:00","-76","-1","Estimated","21","","Surplus","Final"
"16.01.2020 09:00 - 16.01.2020 10:00","2424","2350","Estimated","13","","Deficit","Final"
"16.01.2020 10:00 - 16.01.2020 11:00","9550","3974","Estimated","63","","Deficit","Final"
"16.01.2020 11:00 - 16.01.2020 12:00","2527","2350","Estimated","32","","Deficit","Final"
"16.01.2020 12:00 - 16.01.2020 13:00","-120","-1","Estimated","34","","Surplus","Final"
"16.01.2020 13:00 - 16.01.2020 14:00","-369","-1","Estimated","105","","Surplus","Final"
"16.01.2020 14:00 - 16.01.2020 15:00","-260","-1","Estimated","74","","Surplus","Final"
"16.01.2020 15:00 - 16.01.2020 16:00","-38","-1","Estimated","11","","Surplus","Final"
"16.01.2020 16:00 - 16.01.2020 17:00","2640","2350","Estimated","53","","Deficit","Final"
"16.01.2020 17:00 - 16.01.2020 18:00","2598","2350","Estimated","45","","Deficit","Final"
"16.01.2020 18:00 - 16.01.2020 19:00","2518","2350","Estimated","31","","Deficit","Final"
"16.01.2020 19:00 - 16.01.2020 20:00","2636","2350","Estimated","52","","Deficit","Final"
"16.01.2020 20:00 - 16.01.2020 21:00","2651","2350","Estimated","55","","Deficit","Final"
"16.01.2020 21:00 - 16.01.2020 22:00","2504","2350","Estimated","28","","Deficit","Final"
"16.01.2020 22:00 - 16.01.2020 23:00","2403","2350","Estimated","10","","Deficit","Final"
"16.01.2020 23:00 - 17.01.2020 00:00","2763","2350","Estimated","75","","Deficit","Final"
"17.01.2020 00:00 - 17.01.2020 01:00","2449","2350","Estimated","18","","Deficit","Final"
"17.01.2020 01:00 - 17.01.2020 02:00","-32","-1","Estimated","9","","Surplus","Final"
"17.01.2020 02:00 - 17.01.2020 03:00","2463","2350","Estimated","20","","Deficit","Final"
"17.01.2020 03:00 - 17.01.2020 04:00","2573","2350","Estimated","41","","Deficit","Final"
"17.01.2020 04:00 - 17.01.2020 05:00","2489","2350","Estimated","25","","Deficit","Final"
"17.01.2020 05:00 - 17.01.2020 06:00","2621","2350","Estimated","49","","Deficit","Final"
"17.01.2020 06:00 - 17.01.2020 07:00","2785","2350","Estimated","79","","Deficit","Final"
"17.01.2020 07:00 - 17.01.2020 08:00","2628","2350","Estimated","50","","Deficit","Final"
"17.01.2020 08:00 - 17.01.2020 09:00","2400","2350","Estimated","9","","Deficit","Final"
"17.01.2020 09:00 - 17.01.2020 10:00","-224","-1","Estimated","64","","Surplus","Final"
"17.01.2020 10:00 - 17.01.2020 11:00","-254","-1","Estimated","72","","Surplus","Final"
"17.01.2020 11:00 - 17.01.2020 12:00","2374","2350","Estimated","4","","Deficit","Final"
"17.01.2020 12:00 - 17.01.2020 13:00","2435","2350","Estimated","15","","Deficit","Final"
"17.01.2020 13:00 - 17.01.2020 14:00","2401","2339","Estimated","9","","Deficit","Final"
"17.01.2020 14:00 - 17.01.2020 15:00","2683","2344","Estimated","61","","Deficit","Final"
"17.01.2020 15:00 - 17.01.2020 16:00","2366","2350","Estimated","3","","Deficit","Final"
"17.01.2020 16:00 - 17.01.2020 17:00","-22","-1","Estimated","6","","Surplus","Final"
"17.01.2020 17:00 - 17.01.2020 18:00","2641","2343","Estimated","53","","Deficit","Final"
"17.01.2020 18:00 - 17.01.2020 19:00","2457","2350","Estimated","19","","Deficit","Final"
"17.01.2020 19:00 - 17.01.2020 20:00","2361","2350","Estimated","2","","Deficit","Final"
"17.01.2020 20:00 - 17.01.2020 21:00","9000","2770","Estimated","34","","Deficit","Final"
"17.01.2020 21:00 - 17.01.2020 22:00","2509","2350","Estimated","29","","Deficit","Final"
"17.01.2020 22:00 - 17.01.2020 23:00","2531","2350","Estimated","33","","Deficit","Final"
"17.01.2020 23:00 - 18.01.2020 00:00","2579","2350","Estimated","42","","Deficit","Final"
"18.01.2020 00:00 - 18.01.2020 01:00","-57","-1","Estimated","16","","Surplus","Final"
"18.01.2020 01:00 - 18.01.2020 02:00","2359","2350","Estimated","2","","Deficit","Final"
"18.01.2020 02:00 - 18.01.2020 03:00","2378","2350","Estimated","5","","Deficit","Final"
"18.01.2020 03:00 - 18.01.2020 04:00","2423","2350","Estimated","13","","Deficit","Final"
"18.01.2020 04:00 - 18.01.2020 05:00","-6","-1","Estimated","1","","Surplus","Final"
"18.01.2020 05:00 - 18.01.2020 06:00","2389","2350","Estimated","7","","Deficit","Final"
"18.01.2020 06:00 - 18.01.2020 07:00","2445","2350","Estimated","17","","Deficit","Final"
"18.01.2020 07:00 - 18.01.2020 08:00","2352","2350","Estimated","0","","Balanced","Final"
"18.01.2020 08:00 - 18.01.2020 09:00","2569","2350","Estimated","40","","Deficit","Final"
"18.01.2020 09:00 - 18.01.2020 10:00","2915","2350","Estimated","103","","Deficit","Final"
"18.01.2020 10:00 - 18.01.2020 11:00","2544","2350","Estimated","35","","Deficit","Final"
"18.01.2020 11:00 - 18.01.2020 12:00","-94","-1","Estimated","27","","Surplus","Final"
"18.01.2020 12:00 - 18.01.2020 13:00","2355","2350","Estimated","1","","Deficit","Final"
"18.01.2020 13:00 - 18.01.2020 14:00","-329","-1","Estimated","94","","Surplus","Final"
"18.01.2020 14:00 - 18.01.2020 15:00","-326","-1","Estimated","93","","Surplus","Final"
"18.01.2020 15:00 - 18.01.2020 16:00","2480","2350","Estimated","24","","Deficit","Final"
"18.01.2020 16:00 - 18.01.2020 17:00","2507","2350","Estimated","28","","Deficit","Final"
"18.01.2020 17:00 - 18.01.2020 18:00","2532","2344","Estimated","33","","Deficit","Final"
"18.01.2020 18:00 - 18.01.2020 19:00","-41","-1","Estimated","11","","Surplus","Final"
"18.01.2020 19:00 - 18.01.2020 20:00","2397","2350","Estimated","9","","Deficit","Final"
"18.01.2020 20:00 - 18.01.2020 21:00","-34","-1","Estimated","10","","Surplus","Final"
"18.01.2020 21:00 - 18.01.2020 22:00","-160","-1","Estimated","46","","Surplus","Final"
"18.01.2020 22:00 - 18.01.2020 23:00","-109","-1","Estimated","31","","Surplus","Final"
"18.01.2020 23:00 - 19.01.2020 00:00","-197","-1","Estimated","56","","Surplus","Final"
"19.01.2020 00:00 - 19.01.2020 01:00","-149","-1","Estimated","42","","Surplus","Final"
"19.01.2020 01:00 - 19.01.2020 02:00","-126","-1","Estimated","36","","Surplus","Final"
"19.01.2020 02:00 - 19.01.2020 03:00","-50","-1","Estimated","14","","Surplus","Final"
"19.01.2020 03:00 - 19.01.2020 04:00","-83","-1","Estimated","23","","Surplus","Final"
"19.01.2020 04:00 - 19.01.2020 05:00","-214","-1","Estimated","61","","Surplus","Final"
"19.01.2020 05:00 - 19.01.2020 06:00","-82","-1","Estimated","23","","Surplus","Final"
"19.01.2020 06:00 - 19.01.2020 07:00","-370","-1","Estimated","105","","Surplus","Final"
"19.01.2020 07:00 - 19.01.2020 08:00","-56","-1","Estimated","16","","Surplus","Final"
"19.01.2020 08:00 - 19.01.2020 09:00","2678","2350","Estimated","60","","Deficit","Final"
"19.01.2020 09:00 - 19.01.2020 10:00","2632","2346","Estimated","51","","Deficit","Final"
"19.01.2020 10:00 - 19.01.2020 11:00","2515","2341","Estimated","30","","Deficit","Final"
"19.01.2020 11:00 - 19.01.2020 12:00","-49","-1","Estimated","14","","Surplus","Final"
"19.01.2020 12:00 - 19.01.2020 13:00","2422","2350","Estimated","13","","Deficit","Final"
"19.01.2020 13:00 - 19.01.2020 14:00","2475","2344","Estimated","23","","Deficit","Final"
"19.01.2020 14:00 - 19.01.2020 15:00","-231","-1","Estimated","66","","Surplus","Final"
"19.01.2020 15:00 - 19.01.2020 16:00","-298","-1","Estimated","85","","Surplus","Final"
"19.01.2020 16:00 - 19.01.2020 17:00","-324","-1","Estimated","92","","Surplus","Final"
"19.01.2020 17:00 - 19.01.2020 18:00","-282","-1","Estimated","80","","Surplus","Final"
"19.01.2020 18:00 - 19.01.2020 19:00","-156","-1","Estimated","44","","Surplus","Final"
"19.01.2020 19:00 - 19.01.2020 20:00","-168","-1","Estimated","48","","Surplus","Final"
"19.01.2020 20:00 - 19.01.2020 21:00","-77","-1","Estimated","22","","Surplus","Final"
"19.01.2020 21:00 - 19.01.2020 22:00","-150","-1","Estimated","43","","Surplus","Final"
"19.01.2020 22:00 - 19.01.2020 23:00","-164","-1","Estimated","47","","Surplus","Final"
"19.01.2020 23:00 - 20.01.2020 00:00","-153","-1","Estimated","43","","Surplus","Final"
"20.01.2020 00:00 - 20.01.2020 01:00","-104","-1","Estimated","29","","Surplus","Final"
"20.01.2020 01:00 - 20.01.2020 02:00","-200","-1","Estimated","57","","Surplus","Final"
"20.01.2020 02:00 - 20.01.2020 03:00","-304","-1","Estimated","86","","Surplus","Final"
"20.01.2020 03:00 - 20.01.2020 04:00","-105","-1","Estimated","30","","Surplus","Final"
"20.01.2020 04:00 - 20.01.2020 05:00","-52","-1","Estimated","15","","Surplus","Final"
"20.01.2020 05:00 - 20.01.2020 06:00","2359","2350","Estimated","2","","Deficit","Final"
"20.01.2020 06:00 - 20.01.2020 07:00","2354","2350","Estimated","1","","Deficit","Final"
"20.01.2020 07:00 - 20.01.2020 08:00","2739","2350","Estimated","71","","Deficit","Final"
"20.01.2020 08:00 - 20.01.2020 09:00","2891","2350","Estimated","98","","Deficit","Final"
"20.01.2020 09:00 - 20.01.2020 10:00","2655","2347","Estimated","55","","Deficit","Final"
"20.01.2020 10:00 - 20.01.2020 11:00","-267","-1","Estimated","76","","Surplus","Final"
"20.01.2020 11:00 - 20.01.2020 12:00","2517","2346","Estimated","30","","Deficit","Final"
"20.01.2020 12:00 - 20.01.2020 13:00","3417","2349","Estimated","194","","Deficit","Final"
"20.01.2020 13:00 - 20.01.2020 14:00","2555","2346","Estimated","37","","Deficit","Final"
"20.01.2020 14:00 - 20.01.2020 15:00","2473","2345","Estimated","22","","Deficit","Final"
"20.01.2020 15:00 - 20.01.2020 16:00","2394","2346","Estimated","8","","Deficit","Final"
"20.01.2020 16:00 - 20.01.2020 17:00","2389","2345","Estimated","7","","Deficit","Final"
"20.01.2020 17:00 - 20.01.2020 18:00","2681","2347","Estimated","60","","Deficit","Final"
"20.01.2020 18:00 - 20.01.2020 19:00","-60","-1","Estimated","17","","Surplus","Final"
"20.01.2020 19:00 - 20.01.2020 20:00","-204","-1","Estimated","58","","Surplus","Final"
"20.01.2020 20:00 - 20.01.2020 21:00","-37","-1","Estimated","10","","Surplus","Final"
"20.01.2020 21:00 - 20.01.2020 22:00","2477","2350","Estimated","23","","Deficit","Final"
"20.01.2020 22:00 - 20.01.2020 23:00","2441","2350","Estimated","16","","Deficit","Final"
"20.01.2020 23:00 - 21.01.2020 00:00","2373","2350","Estimated","4","","Deficit","Final"
"21.01.2020 00:00 - 21.01.2020 01:00","2360","2350","Estimated","2","","Deficit","Final"
"21.01.2020 01:00 - 21.01.2020 02:00","-72","-1","Estimated","20","","Surplus","Final"
"21.01.2020 02:00 - 21.01.2020 03:00","-53","-1","Estimated","15","","Surplus","Final"
"21.01.2020 03:00 - 21.01.2020 04:00","2530","2350","Estimated","33","","Deficit","Final"
"21.01.2020 04:00 - 21.01.2020 05:00","2402","2350","Estimated","9","","Deficit","Final"
"21.01.2020 05:00 - 21.01.2020 06:00","2636","2350","Estimated","52","","Deficit","Final"
"21.01.2020 06:00 - 21.01.2020 07:00","2447","2350","Estimated","18","","Deficit","Final"
"21.01.2020 07:00 - 21.01.2020 08:00","-173","-1","Estimated","49","","Surplus","Final"
"21.01.2020 08:00 - 21.01.2020 09:00","-179","-1","Estimated","51","","Surplus","Final"
"21.01.2020 09:00 - 21.01.2020 10:00","2537","2350","Estimated","34","","Deficit","Final"
"21.01.2020 10:00 - 21.01.2020 11:00","2721","2350","Estimated","67","","Deficit","Final"
"21.01.2020 11:00 - 21.01.2020 12:00","2766","2350","Estimated","76","","Deficit","Final"
"21.01.2020 12:00 - 21.01.2020 13:00","3093","2350","Estimated","135","","Deficit","Final"
"21.01.2020 13:00 - 21.01.2020 14:00","2545","2350","Estimated","35","","Deficit","Final"
"21.01.2020 14:00 - 21.01.2020 15:00","2449","2340","Estimated","18","","Deficit","Final"
"21.01.2020 15:00 - 21.01.2020 16:00","2485","2347","Estimated","24","","Deficit","Final"
"21.01.2020 16:00 - 21.01.2020 17:00","2372","2350","Estimated","4","","Deficit","Final"
"21.01.2020 17:00 - 21.01.2020 18:00","2581","2350","Estimated","42","","Deficit","Final"
"21.01.2020 18:00 - 21.01.2020 19:00","-54","-1","Estimated","15","","Surplus","Final"
"21.01.2020 19:00 - 21.01.2020 20:00","-109","-1","Estimated","31","","Surplus","Final"
"21.01.2020 20:00 - 21.01.2020 21:00","2360","2350","Estimated","2","","Deficit","Final"
"21.01.2020 21:00 - 21.01.2020 22:00","-58","-1","Estimated","16","","Surplus","Final"
"21.01.2020 22:00 - 21.01.2020 23:00","2409","2350","Estimated","11","","Deficit","Final"
"21.01.2020 23:00 - 22.01.2020 00:00","2800","2350","Estimated","82","","Deficit","Final"
"22.01.2020 00:00 - 22.01.2020 01:00","2469","2350","Estimated","22","","Deficit","Final"
